Lithuania, Exposure to risk (period 1x1), 	Last modified: 18 Jul 2025;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1973           9             27650.03        28916.40        56566.43
  1973          10             28529.32        29726.00        58255.31
  1973          11             29895.26        30857.45        60752.71
  1973          12             30097.89        31275.60        61373.48
  1973          13             29904.37        31720.41        61624.78
  1973          14             30109.24        32075.10        62184.34
  1973          15             28344.55        29922.36        58266.91
  1973          16             26544.99        27556.84        54101.83
  1973          17             25718.73        26223.54        51942.27
  1973          18             25136.10        25957.00        51093.10
  1973          19             23707.60        24714.23        48421.83
  1973          20             23194.36        23958.65        47153.01
  1973          21             23301.47        24201.61        47503.08
  1973          22             23429.39        24329.42        47758.81
  1973          23             23957.53        24250.66        48208.19
  1973          24             23473.84        23115.61        46589.45
  1973          25             22065.11        21527.72        43592.83
  1973          26             20856.20        20501.84        41358.04
  1973          27             21604.05        20829.92        42433.97
  1973          28             21359.36        20362.27        41721.63
  1973          29             21482.15        20553.01        42035.16
  1973          30             24084.89        22941.91        47026.80
  1973          31             25102.79        24163.84        49266.63
  1973          32             24117.55        23447.15        47564.70
  1973          33             23972.34        22735.98        46708.33
  1973          34             24628.25        22892.99        47521.24
  1973          35             25052.40        22984.87        48037.27
  1973          36             25431.85        23014.40        48446.25
  1973          37             25292.39        23101.83        48394.22
  1973          38             24318.00        22132.25        46450.25
  1973          39             24376.05        21935.26        46311.32
  1973          40             25443.92        22591.51        48035.43
  1973          41             24952.43        22096.59        47049.02
  1973          42             24647.86        22217.79        46865.65
  1973          43             25130.78        22475.35        47606.14
  1973          44             25678.65        22179.64        47858.29
  1973          45             25414.95        21672.45        47087.39
  1973          46             23973.98        18641.71        42615.69
  1973          47             23627.51        16265.40        39892.91
  1973          48             23176.20        15831.18        39007.38
  1973          49             22329.73        15563.47        37893.19
  1973          50             21663.98        15250.18        36914.16
  1973          51             19796.01        14277.63        34073.64
  1973          52             17869.95        13241.10        31111.05
  1973          53             16239.78        11921.69        28161.47
  1973          54             13732.86         9689.99        23422.85
  1973          55             11917.39         8304.23        20221.63
  1973          56             11900.73         8469.67        20370.39
  1973          57             12881.62         8862.63        21744.25
  1973          58             14724.64         9546.87        24271.51
  1973          59             16129.60        10123.60        26253.20
  1973          60             16708.42        10371.39        27079.81
  1973          61             16722.38        10302.16        27024.53
  1973          62             16517.78         9796.29        26314.07
  1973          63             16821.99        10107.45        26929.45
  1973          64             16445.14        13309.22        29754.35
  1973          65             16054.26        15717.42        31771.68
  1973          66             15669.07        14183.94        29853.01
  1973          67             15162.58        11817.77        26980.35
  1973          68             14528.07        10557.49        25085.55
  1973          69             13677.93         9637.60        23315.53
  1973          70             13310.12         8978.81        22288.93
  1973          71             12462.01         8179.24        20641.25
  1973          72             13204.47         7538.82        20743.29
  1973          73             12633.63         6705.45        19339.08
  1973          74             10032.71         5661.64        15694.34
  1973          75              9135.88         5380.88        14516.76
  1973          76              8307.66         4825.89        13133.55
  1973          77              8277.02         4366.89        12643.91
  1973          78              7392.94         4261.73        11654.66
  1973          79              5907.98         3981.16         9889.14
  1973          80              5349.03         3523.34         8872.37
  1973          81              5103.89         2988.77         8092.66
  1973          82              5304.92         2659.89         7964.81
  1973          83              4991.79         2163.90         7155.69
  1973          84              3954.76         1570.55         5525.31
  1973          85              3108.39         1181.10         4289.49
  1973          86              2632.16          958.75         3590.92
  1973          87              2345.60          869.92         3215.52
  1973          88              1976.71          819.71         2796.42
  1973          89              1441.64          680.63         2122.27
  1973          90              1079.85          499.75         1579.60
  1973          91               921.71          379.03         1300.74
  1973          92               792.25          322.55         1114.80
  1973          93               611.22          250.43          861.64
  1973          94               394.77          159.82          554.59
  1973          95               255.94          106.45          362.39
  1973          96               215.78           83.00          298.79
  1973          97               190.80           64.26          255.06
  1973          98               138.42           46.07          184.49
  1973          99                80.80           29.49          110.29
  1973         100                52.42           19.66           72.08
  1973         101                37.59           14.04           51.63
  1973         102                30.15            9.22           39.37
  1973         103                20.21            4.83           25.04
  1973         104                 9.52            2.26           11.78
  1973         105                 5.33            1.26            6.60
  1973         106                 3.94            0.49            4.43
  1973         107                 2.75            0.00            2.75
  1973         108                 1.38            0.00            1.38
  1973         109                 0.50            0.00            0.50
  1973         110+                0.37            0.00            0.37
  1974           0             25172.79        26000.04        51172.83
  1974           1             25759.47        26753.62        52513.09
  1974           2             26839.93        27901.88        54741.81
  1974           3             26887.44        27967.94        54855.38
  1974           4             26332.35        27323.38        53655.73
  1974           5             26239.25        27167.38        53406.63
  1974           6             26757.02        27383.65        54140.66
  1974           7             26847.75        27408.19        54255.94
  1974           8             26559.27        27584.08        54143.35
  1974           9             26865.43        28039.20        54904.62
  1974          10             27647.33        28916.04        56563.38
  1974          11             28513.11        29735.72        58248.82
  1974          12             29854.09        30844.57        60698.65
  1974          13             29978.88        31280.78        61259.66
  1974          14             29667.27        31819.06        61486.33
  1974          15             29917.20        32260.36        62177.56
  1974          16             28232.64        29984.57        58217.20
  1974          17             26479.67        27520.44        54000.10
  1974          18             25736.44        26213.99        51950.43
  1974          19             25176.40        25996.64        51173.05
  1974          20             23780.69        24779.08        48559.77
  1974          21             23318.64        24003.84        47322.48
  1974          22             23484.05        24233.01        47717.07
  1974          23             23655.89        24411.19        48067.08
  1974          24             24178.93        24394.79        48573.72
  1974          25             23732.31        23301.93        47034.24
  1974          26             22266.55        21674.79        43941.33
  1974          27             20986.75        20576.47        41563.22
  1974          28             21738.21        20894.53        42632.74
  1974          29             21456.18        20406.30        41862.48
  1974          30             21571.98        20592.21        42164.19
  1974          31             24159.53        22936.94        47096.47
  1974          32             25162.37        24128.05        49290.42
  1974          33             24179.22        23428.63        47607.85
  1974          34             23981.28        22677.91        46659.20
  1974          35             24672.91        22883.41        47556.31
  1974          36             25111.64        22975.06        48086.70
  1974          37             25451.44        22957.16        48408.60
  1974          38             25325.01        23050.62        48375.63
  1974          39             24300.34        22018.71        46319.04
  1974          40             24385.54        21851.86        46237.40
  1974          41             25449.35        22517.32        47966.68
  1974          42             24906.46        21988.98        46895.44
  1974          43             24591.83        22092.20        46684.04
  1974          44             24981.64        22280.39        47262.03
  1974          45             25548.07        22028.65        47576.72
  1974          46             25348.60        21541.77        46890.37
  1974          47             23901.61        18496.68        42398.29
  1974          48             23569.93        16156.57        39726.50
  1974          49             23082.42        15687.59        38770.00
  1974          50             22314.72        15433.01        37747.73
  1974          51             21737.69        15148.61        36886.30
  1974          52             19835.53        14156.24        33991.77
  1974          53             17874.97        13096.96        30971.93
  1974          54             16199.80        11760.11        27959.91
  1974          55             13715.92         9576.11        23292.02
  1974          56             11906.88         8219.87        20126.74
  1974          57             11862.25         8370.69        20232.94
  1974          58             12854.85         8764.14        21618.99
  1974          59             14625.24         9421.40        24046.64
  1974          60             15987.66         9990.40        25978.06
  1974          61             16573.04        10216.17        26789.21
  1974          62             16618.28        10150.46        26768.74
  1974          63             16389.96         9631.66        26021.63
  1974          64             16576.61         9839.28        26415.90
  1974          65             16228.15        12912.21        29140.36
  1974          66             15840.15        15219.69        31059.84
  1974          67             15392.40        13702.90        29095.29
  1974          68             14891.81        11390.85        26282.66
  1974          69             14220.94        10118.33        24339.27
  1974          70             13349.85         9228.49        22578.35
  1974          71             12959.27         8571.21        21530.48
  1974          72             12080.18         7761.27        19841.45
  1974          73             12752.31         7137.74        19890.04
  1974          74             12078.66         6319.23        18397.89
  1974          75              9588.59         5308.49        14897.08
  1974          76              8737.68         5009.74        13747.42
  1974          77              7815.27         4461.39        12276.66
  1974          78              7767.80         4020.84        11788.63
  1974          79              6872.36         3896.89        10769.24
  1974          80              5841.89         3729.34         9571.23
  1974          81              4919.48         3206.88         8126.35
  1974          82              4679.10         2705.07         7384.17
  1974          83              4831.26         2394.33         7225.59
  1974          84              4519.00         1922.91         6441.91
  1974          85              3540.24         1378.95         4919.18
  1974          86              2744.29         1029.58         3773.87
  1974          87              2304.32          825.95         3130.28
  1974          88              2041.03          742.12         2783.14
  1974          89              1707.10          695.68         2402.79
  1974          90              1220.03          572.37         1792.40
  1974          91               913.09          414.85         1327.94
  1974          92               771.35          309.06         1080.41
  1974          93               654.75          260.27          915.03
  1974          94               513.58          203.10          716.68
  1974          95               326.92          127.16          454.08
  1974          96               209.70           82.38          292.09
  1974          97               171.19           66.05          237.24
  1974          98               147.51           50.03          197.54
  1974          99               101.69           34.93          136.62
  1974         100                57.00           22.17           79.17
  1974         101                35.61           14.60           50.21
  1974         102                24.49           10.20           34.69
  1974         103                18.61            6.47           25.08
  1974         104                11.78            3.21           15.00
  1974         105                 4.94            1.33            6.28
  1974         106                 2.29            0.74            3.02
  1974         107                 1.50            0.32            1.82
  1974         108                 0.92            0.00            0.92
  1974         109                 0.20            0.00            0.20
  1974         110+                0.00            0.00            0.00
  1975           0             25365.33        26100.04        51465.37
  1975           1             25205.07        25951.17        51156.25
  1975           2             25882.95        26834.07        52717.02
  1975           3             26931.92        27932.98        54864.90
  1975           4             26959.90        27980.35        54940.25
  1975           5             26481.19        27454.56        53935.75
  1975           6             26381.18        27298.93        53680.11
  1975           7             26779.20        27371.76        54150.95
  1975           8             26834.53        27376.10        54210.63
  1975           9             26557.94        27551.66        54109.60
  1975          10             26845.05        27985.98        54831.03
  1975          11             27643.77        28915.81        56559.58
  1975          12             28496.12        29747.81        58243.93
  1975          13             29812.70        30830.53        60643.23
  1975          14             29858.82        31281.41        61140.23
  1975          15             29427.69        31916.85        61344.54
  1975          16             29723.84        32439.76        62163.61
  1975          17             28117.44        30032.29        58149.72
  1975          18             26407.84        27468.29        53876.13
  1975          19             25755.16        26196.47        51951.63
  1975          20             25222.11        26029.83        51251.94
  1975          21             23854.29        24827.89        48682.19
  1975          22             23439.91        24034.18        47474.09
  1975          23             23666.17        24259.39        47925.56
  1975          24             23880.62        24492.13        48372.75
  1975          25             24397.65        24533.59        48931.24
  1975          26             23985.73        23486.58        47472.31
  1975          27             22464.31        21816.07        44280.38
  1975          28             21116.96        20642.79        41759.75
  1975          29             21871.33        20960.32        42831.65
  1975          30             21555.20        20443.77        41998.97
  1975          31             21664.03        20620.95        42284.98
  1975          32             24233.13        22930.59        47163.72
  1975          33             25221.75        24090.74        49312.49
  1975          34             24240.37        23400.64        47641.01
  1975          35             23989.37        22604.96        46594.32
  1975          36             24720.07        22858.56        47578.63
  1975          37             25173.18        22956.55        48129.73
  1975          38             25471.52        22893.20        48364.73
  1975          39             25354.34        22986.61        48340.94
  1975          40             24277.45        21898.20        46175.65
  1975          41             24392.04        21762.91        46154.95
  1975          42             25453.57        22433.72        47887.29
  1975          43             24857.20        21871.95        46729.15
  1975          44             24520.40        21949.96        46470.36
  1975          45             24824.70        22058.29        46882.99
  1975          46             25421.92        21860.19        47282.10
  1975          47             25274.40        21387.04        46661.45
  1975          48             23811.48        18328.25        42139.73
  1975          49             23499.68        16039.73        39539.42
  1975          50             22986.52        15532.54        38519.06
  1975          51             22290.80        15294.87        37585.67
  1975          52             21789.89        15022.74        36812.63
  1975          53             19864.25        14009.68        33873.93
  1975          54             17862.03        12946.86        30808.89
  1975          55             16142.29        11598.77        27741.06
  1975          56             13700.10         9455.00        23155.09
  1975          57             11895.06         8129.61        20024.67
  1975          58             11817.74         8262.95        20080.68
  1975          59             12814.24         8650.74        21464.98
  1975          60             14514.33         9289.70        23804.03
  1975          61             15835.59         9845.35        25680.94
  1975          62             16432.71        10040.29        26473.00
  1975          63             16497.09         9976.83        26473.92
  1975          64             16241.05         9443.62        25684.67
  1975          65             16310.63         9565.98        25876.62
  1975          66             15999.35        12520.46        28519.81
  1975          67             15622.58        14708.34        30330.92
  1975          68             15087.49        13164.76        28252.24
  1975          69             14578.05        10910.53        25488.58
  1975          70             13865.70         9669.84        23535.54
  1975          71             13005.67         8806.48        21812.15
  1975          72             12590.05         8141.01        20731.07
  1975          73             11681.01         7332.90        19013.90
  1975          74             12290.28         6733.53        19023.81
  1975          75             11492.33         5910.51        17402.83
  1975          76              9137.69         4936.47        14074.16
  1975          77              8323.27         4639.17        12962.44
  1975          78              7295.17         4085.80        11380.97
  1975          79              7215.29         3678.47        10893.76
  1975          80              6659.68         3587.68        10247.36
  1975          81              5386.64         3382.49         8769.13
  1975          82              4508.12         2899.60         7407.72
  1975          83              4256.60         2428.79         6685.38
  1975          84              4377.95         2129.73         6507.68
  1975          85              4057.27         1698.01         5755.28
  1975          86              3131.05         1206.76         4337.80
  1975          87              2383.69          886.60         3270.29
  1975          88              1976.21          698.23         2674.43
  1975          89              1741.72          620.11         2361.83
  1975          90              1441.15          580.72         2021.86
  1975          91              1031.22          478.50         1509.73
  1975          92               762.18          341.53         1103.71
  1975          93               637.01          251.84          888.85
  1975          94               544.73          211.57          756.29
  1975          95               417.57          159.07          576.64
  1975          96               267.95           95.83          363.78
  1975          97               168.75           63.93          232.68
  1975          98               133.51           51.14          184.65
  1975          99               112.16           39.37          151.53
  1975         100                72.88           27.62          100.49
  1975         101                39.60           17.48           57.08
  1975         102                24.00           11.53           35.53
  1975         103                15.98            7.98           23.96
  1975         104                11.66            4.95           16.61
  1975         105                 6.82            2.34            9.16
  1975         106                 2.38            1.07            3.45
  1975         107                 0.81            0.74            1.55
  1975         108                 0.41            0.32            0.72
  1975         109                 0.16            0.00            0.16
  1975         110+                0.00            0.00            0.00
  1976           0             25210.52        26123.05        51333.57
  1976           1             25449.10        26069.46        51518.55
  1976           2             25349.98        26062.89        51412.87
  1976           3             26020.99        26928.99        52949.98
  1976           4             27027.69        27967.62        54995.31
  1976           5             27032.96        27995.37        55028.33
  1976           6             26628.68        27589.67        54218.34
  1976           7             26522.88        27430.21        53953.09
  1976           8             26802.38        27354.15        54156.53
  1976           9             26821.55        27340.51        54162.06
  1976          10             26558.25        27520.60        54078.85
  1976          11             26824.86        27931.71        54756.57
  1976          12             27640.67        28913.56        56554.23
  1976          13             28478.98        29757.99        58236.96
  1976          14             29769.79        30815.00        60584.79
  1976          15             29737.84        31280.14        61017.99
  1976          16             29187.14        32006.53        61193.67
  1976          17             29528.72        32600.82        62129.54
  1976          18             28002.27        30062.50        58064.77
  1976          19             26338.79        27408.15        53746.94
  1976          20             25774.33        26172.73        51947.06
  1976          21             25267.42        26045.60        51313.02
  1976          22             23930.15        24854.85        48785.00
  1976          23             23563.13        24058.67        47621.80
  1976          24             23844.48        24286.62        48131.10
  1976          25             24101.61        24571.17        48672.78
  1976          26             24617.08        24670.62        49287.70
  1976          27             24242.16        23660.44        47902.60
  1976          28             22665.07        21951.14        44616.21
  1976          29             21250.26        20707.04        41957.30
  1976          30             22005.99        21012.48        43018.46
  1976          31             21653.29        20472.40        42125.69
  1976          32             21754.32        20651.96        42406.28
  1976          33             24305.28        22918.25        47223.52
  1976          34             25280.36        24040.69        49321.05
  1976          35             24299.31        23353.16        47652.47
  1976          36             23993.61        22519.30        46512.91
  1976          37             24765.02        22836.36        47601.38
  1976          38             25234.23        22935.02        48169.24
  1976          39             25487.33        22814.94        48302.27
  1976          40             25378.45        22914.85        48293.30
  1976          41             24253.85        21773.22        46027.08
  1976          42             24393.21        21661.51        46054.73
  1976          43             25451.15        22337.60        47788.75
  1976          44             24797.09        21741.63        46538.72
  1976          45             24445.47        21793.04        46238.52
  1976          46             24669.94        21826.15        46496.09
  1976          47             25281.50        21679.23        46960.73
  1976          48             25188.56        21226.39        46414.96
  1976          49             23722.87        18158.08        41880.96
  1976          50             23428.46        15910.66        39339.12
  1976          51             22881.54        15376.58        38258.12
  1976          52             22257.34        15148.70        37406.04
  1976          53             21833.09        14887.22        36720.31
  1976          54             19886.47        13867.91        33754.38
  1976          55             17851.46        12785.99        30637.45
  1976          56             16089.80        11417.57        27507.37
  1976          57             13687.59         9320.42        23008.01
  1976          58             11884.74         8025.11        19909.85
  1976          59             11768.99         8137.48        19906.46
  1976          60             12761.52         8520.07        21281.59
  1976          61             14387.41         9135.84        23523.25
  1976          62             15687.16         9669.83        25356.99
  1976          63             16274.01         9849.24        26123.25
  1976          64             16345.10         9789.20        26134.30
  1976          65             16072.55         9242.29        25314.85
  1976          66             16026.16         9277.58        25303.74
  1976          67             15753.42        12082.77        27836.19
  1976          68             15373.88        14136.57        29510.45
  1976          69             14748.72        12602.42        27351.14
  1976          70             14242.03        10422.91        24664.95
  1976          71             13503.77         9198.85        22702.62
  1976          72             12637.97         8363.07        21001.05
  1976          73             12195.94         7696.59        19892.54
  1976          74             11261.56         6913.60        18175.16
  1976          75             11797.69         6317.02        18114.70
  1976          76             10882.88         5487.51        16370.39
  1976          77              8650.16         4573.92        13224.08
  1976          78              7863.23         4265.48        12128.71
  1976          79              6732.49         3713.72        10446.21
  1976          80              6912.77         3381.27        10294.04
  1976          81              6135.89         3224.44         9360.33
  1976          82              4921.02         3032.98         7954.00
  1976          83              4086.38         2584.19         6670.57
  1976          84              3843.69         2163.00         6006.69
  1976          85              3916.75         1886.13         5802.88
  1976          86              3581.11         1475.61         5056.72
  1976          87              2716.87         1028.12         3744.99
  1976          88              2035.52          752.15         2787.67
  1976          89              1666.05          581.75         2247.80
  1976          90              1447.87          509.82         1957.69
  1976          91              1199.23          480.77         1680.00
  1976          92               858.86          392.44         1251.30
  1976          93               624.15          277.24          901.39
  1976          94               517.63          201.16          718.79
  1976          95               437.65          162.67          600.33
  1976          96               332.75          120.35          453.10
  1976          97               207.12           72.83          279.95
  1976          98               126.74           48.95          175.69
  1976          99               100.49           38.36          138.85
  1976         100                81.19           28.55          109.74
  1976         101                51.67           19.44           71.11
  1976         102                27.28           11.94           39.22
  1976         103                16.09            7.72           23.81
  1976         104                10.40            5.11           15.50
  1976         105                 7.24            2.77           10.01
  1976         106                 3.93            1.07            5.00
  1976         107                 0.98            0.44            1.42
  1976         108                 0.04            0.32            0.36
  1976         109                 0.00            0.05            0.05
  1976         110+                0.00            0.00            0.00
  1977           0             25350.64        26389.40        51740.04
  1977           1             25306.87        26065.12        51371.99
  1977           2             25632.49        26193.81        51826.31
  1977           3             25501.04        26188.87        51689.91
  1977           4             26163.25        27029.87        53193.12
  1977           5             27124.06        28005.85        55129.91
  1977           6             27103.63        28013.30        55116.92
  1977           7             26776.41        27726.02        54502.43
  1977           8             26664.84        27563.22        54228.06
  1977           9             26825.82        27339.75        54165.57
  1977          10             26810.68        27307.30        54117.98
  1977          11             26559.18        27487.68        54046.86
  1977          12             26806.88        27876.15        54683.04
  1977          13             27640.42        28911.09        56551.51
  1977          14             28464.09        29764.65        58228.74
  1977          15             29728.92        30791.60        60520.52
  1977          16             29617.15        31265.88        60883.03
  1977          17             28946.29        32080.36        61026.65
  1977          18             29332.84        32749.73        62082.58
  1977          19             27882.07        30084.47        57966.54
  1977          20             26266.41        27341.00        53607.41
  1977          21             25795.56        26139.22        51934.79
  1977          22             25316.01        26053.74        51369.75
  1977          23             24007.00        24892.43        48899.43
  1977          24             23683.33        24089.83        47773.16
  1977          25             24024.35        24308.52        48332.86
  1977          26             24329.39        24642.25        48971.64
  1977          27             24840.50        24801.75        49642.26
  1977          28             24499.58        23839.46        48339.04
  1977          29             22864.04        22086.12        44950.16
  1977          30             21378.76        20758.30        42137.06
  1977          31             22138.16        21055.93        43194.09
  1977          32             21751.35        20503.66        42255.01
  1977          33             21842.58        20686.49        42529.07
  1977          34             24375.99        22906.01        47282.01
  1977          35             25335.01        23982.43        49317.44
  1977          36             24353.53        23310.96        47664.49
  1977          37             23996.87        22442.62        46439.48
  1977          38             24807.45        22803.72        47611.17
  1977          39             25291.03        22904.91        48195.94
  1977          40             25495.36        22730.29        48225.65
  1977          41             25394.43        22829.81        48224.24
  1977          42             24216.20        21637.77        45853.97
  1977          43             24381.81        21553.83        45935.64
  1977          44             25436.12        22235.28        47671.41
  1977          45             24730.99        21597.13        46328.12
  1977          46             24363.08        21617.06        45980.14
  1977          47             24502.30        21585.76        46088.06
  1977          48             25139.81        21491.75        46631.56
  1977          49             25101.07        21050.95        46152.02
  1977          50             23624.36        17967.89        41592.24
  1977          51             23347.81        15763.89        39111.70
  1977          52             22772.10        15204.12        37976.22
  1977          53             22212.66        14985.01        37197.67
  1977          54             21868.26        14732.72        36600.98
  1977          55             19902.29        13694.51        33596.81
  1977          56             17829.42        12597.45        30426.87
  1977          57             16025.39        11221.34        27246.73
  1977          58             13663.26         9174.36        22837.62
  1977          59             11862.45         7914.57        19777.03
  1977          60             11702.56         8001.12        19703.68
  1977          61             12698.58         8377.45        21076.03
  1977          62             14265.24         8971.93        23237.16
  1977          63             15509.56         9484.27        24993.83
  1977          64             16088.80         9628.37        25717.17
  1977          65             16184.18         9575.05        25759.23
  1977          66             15886.00         9024.53        24910.53
  1977          67             15726.70         8967.63        24694.34
  1977          68             15478.76        11635.25        27114.00
  1977          69             15089.70        13550.71        28640.41
  1977          70             14378.33        12020.43        26398.75
  1977          71             13871.21         9914.12        23785.33
  1977          72             13096.13         8715.83        21811.95
  1977          73             12241.25         7920.87        20162.12
  1977          74             11784.89         7246.85        19031.74
  1977          75             10806.62         6453.09        17259.71
  1977          76             11245.53         5879.94        17125.46
  1977          77             10221.96         5076.53        15298.49
  1977          78              8125.74         4201.76        12327.50
  1977          79              7371.62         3883.94        11255.56
  1977          80              6682.90         3374.69        10057.59
  1977          81              6359.18         3025.43         9384.61
  1977          82              5613.45         2878.34         8491.79
  1977          83              4456.05         2704.10         7160.15
  1977          84              3680.70         2303.59         5984.29
  1977          85              3421.74         1899.49         5321.23
  1977          86              3450.96         1635.41         5086.37
  1977          87              3138.51         1270.98         4409.48
  1977          88              2357.04          881.70         3238.74
  1977          89              1721.39          628.93         2350.32
  1977          90              1374.01          478.09         1852.10
  1977          91              1202.60          419.48         1622.08
  1977          92              1005.74          393.05         1398.80
  1977          93               710.10          320.06         1030.16
  1977          94               508.55          219.32          727.87
  1977          95               415.51          155.66          571.17
  1977          96               343.34          125.14          468.48
  1977          97               258.29           92.38          350.67
  1977          98               159.23           56.71          215.94
  1977          99                96.53           36.03          132.55
  1977         100                75.97           26.83          102.80
  1977         101                60.77           19.43           80.20
  1977         102                38.29           12.79           51.08
  1977         103                19.92            7.49           27.40
  1977         104                11.62            4.62           16.24
  1977         105                 7.45            2.71           10.17
  1977         106                 5.09            1.05            6.14
  1977         107                 2.57            0.18            2.75
  1977         108                 0.39            0.00            0.39
  1977         109                 0.00            0.00            0.00
  1977         110+                0.00            0.00            0.00
  1978           0             24795.64        25830.27        50625.92
  1978           1             25443.39        26325.14        51768.53
  1978           2             25490.75        26154.12        51644.87
  1978           3             25828.91        26333.18        52162.09
  1978           4             25660.68        26320.02        51980.71
  1978           5             26307.83        27133.09        53440.92
  1978           6             27221.09        28045.53        55266.62
  1978           7             27176.05        28030.22        55206.27
  1978           8             26922.89        27864.40        54787.29
  1978           9             26808.52        27698.98        54507.50
  1978          10             26850.84        27326.00        54176.84
  1978          11             26799.45        27274.71        54074.16
  1978          12             26562.31        27455.50        54017.81
  1978          13             26791.11        27818.68        54609.78
  1978          14             27639.67        28903.43        56543.10
  1978          15             28445.86        29766.54        58212.40
  1978          16             29683.69        30759.45        60443.14
  1978          17             29493.10        31241.72        60734.82
  1978          18             28699.74        32141.80        60841.54
  1978          19             29129.98        32885.46        62015.44
  1978          20             27763.10        30106.63        57869.72
  1978          21             26194.85        27274.22        53469.07
  1978          22             25814.08        26101.44        51915.52
  1978          23             25362.31        26066.17        51428.48
  1978          24             24080.58        24927.34        49007.91
  1978          25             23803.32        24112.20        47915.52
  1978          26             24205.48        24327.98        48533.46
  1978          27             24553.63        24714.82        49268.45
  1978          28             25057.98        24939.75        49997.73
  1978          29             24754.53        24019.10        48773.64
  1978          30             23062.96        22218.84        45281.80
  1978          31             21508.25        20810.45        42318.70
  1978          32             22271.58        21104.71        43376.29
  1978          33             21843.30        20541.66        42384.96
  1978          34             21922.93        20709.38        42632.31
  1978          35             24440.67        22878.99        47319.66
  1978          36             25386.36        23924.68        49311.04
  1978          37             24407.16        23256.59        47663.75
  1978          38             23995.32        22350.14        46345.46
  1978          39             24843.62        22776.40        47620.02
  1978          40             25337.21        22870.91        48208.11
  1978          41             25493.62        22628.00        48121.62
  1978          42             25400.95        22742.10        48143.05
  1978          43             24171.27        21497.67        45668.95
  1978          44             24367.23        21434.41        45801.64
  1978          45             25420.80        22116.21        47537.02
  1978          46             24659.11        21440.60        46099.70
  1978          47             24274.02        21442.03        45716.05
  1978          48             24326.72        21332.33        45659.05
  1978          49             24982.56        21282.01        46264.57
  1978          50             25002.77        20858.97        45861.74
  1978          51             23514.06        17764.66        41278.73
  1978          52             23252.56        15608.11        38860.67
  1978          53             22646.22        15012.31        37658.53
  1978          54             22157.36        14794.33        36951.69
  1978          55             21899.47        14556.13        36455.60
  1978          56             19901.53        13503.70        33405.22
  1978          57             17779.74        12400.38        30180.13
  1978          58             15944.44        11012.09        26956.52
  1978          59             13627.17         9008.60        22635.78
  1978          60             11824.62         7782.25        19606.87
  1978          61             11635.06         7851.91        19486.97
  1978          62             12626.64         8237.11        20863.75
  1978          63             14111.89         8792.95        22904.84
  1978          64             15318.09         9261.18        24579.26
  1978          65             15891.66         9391.71        25283.36
  1978          66             16001.22         9353.69        25354.90
  1978          67             15684.70         8804.50        24489.20
  1978          68             15405.70         8654.67        24060.37
  1978          69             15177.30        11144.19        26321.48
  1978          70             14765.34        12922.77        27688.11
